time,D
3.56,12.635546702302749
3.565,12.635731890087015
3.5700000000000003,12.63591702694458
3.575,12.63610211288779
3.58,12.636287147928996
3.585,12.63647213208054
3.59,12.63665706535477
3.595,12.636841947764024
3.6,12.637026779320648
3.605,12.637211560036976
3.61,12.637396289925347
3.615,12.637580968998096
3.62,12.637765597267556
3.625,12.63795017474606
3.63,12.638134701445937
3.6350000000000002,12.638319177379513
3.64,12.638503602559117
3.645,12.638687976997073
3.65,12.638872300705703
3.6550000000000002,12.639056573697328
3.66,12.639240795984266
3.665,12.639424967578837
3.67,12.639609088493353
3.6750000000000003,12.63979315874013
3.68,12.63997717833148
3.685,12.640161147279711
3.69,12.640345065597135
3.6950000000000003,12.640528933296055
3.7,12.640712750388778
3.705,12.640896516887604
3.71,12.641080232804837
3.715,12.641263898152777
3.72,12.641447512943719
3.725,12.64163107718996
3.73,12.641814590903794
3.735,12.641998054097513
3.74,12.64218146678341
3.745,12.642364828973767
3.75,12.642548140680878
3.755,12.642731401917024
3.7600000000000002,12.642914612694488
3.765,12.643097773025556
3.77,12.643280882922502
3.775,12.643463942397608
3.7800000000000002,12.643646951463147
3.785,12.643829910131394
3.79,12.644012818414625
3.795,12.644195676325106
3.8000000000000003,12.644378483875109
3.805,12.644561241076898
3.81,12.644743947942743
3.815,12.644926604484905
3.8200000000000003,12.645109210715644
3.825,12.645291766647222
3.83,12.645474272291898
3.835,12.645656727661926
3.84,12.645839132769563
3.845,12.64602148762706
3.85,12.64620379224667
3.855,12.64638604664064
3.86,12.646568250821218
3.865,12.646750404800652
3.87,12.646932508591183
3.875,12.647114562205054
3.88,12.647296565654505
3.8850000000000002,12.647478518951775
3.89,12.6476604221091
3.895,12.647842275138716
3.9,12.648024078052856
3.9050000000000002,12.648205830863752
3.91,12.64838753358363
3.915,12.648569186224721
3.92,12.648750788799251
3.9250000000000003,12.648932341319444
3.93,12.64911384379752
3.935,12.649295296245702
3.94,12.649476698676208
3.9450000000000003,12.649658051101255
3.95,12.64983935353306
3.955,12.650020605983833
3.96,12.650201808465788
3.9650000000000003,12.650382960991134
3.97,12.65056406357208
3.975,12.650745116220833
3.98,12.650926118949593
3.985,12.651107071770568
3.99,12.651287974695956
3.995,12.651468827737956
4.0,12.651649630908766
4.005,12.651830384220583
4.01,12.6520110876856
4.015,12.652191741316006
4.0200000000000005,12.652372345123995
4.025,12.652552899121753
4.03,12.652733403321468
4.035,12.652913857735323
4.04,12.653094262375504
4.045,12.653274617254189
4.05,12.65345492238356
4.055,12.653635177775792
4.0600000000000005,12.653815383443062
4.065,12.653995539397545
4.07,12.654175645651414
4.075,12.654355702216836
4.08,12.654535709105984
4.085,12.65471566633102
4.09,12.654895573904113
4.095,12.655075431837425
4.1,12.655255240143116
4.105,12.655434998833348
4.11,12.655614707920279
4.115,12.655794367416062
4.12,12.655973977332856
4.125,12.65615353768281
4.13,12.656333048478077
4.135,12.656512509730803
4.14,12.656691921453138
4.1450000000000005,12.656871283657226
4.15,12.65705059635521
4.155,12.657229859559235
4.16,12.657409073281439
4.165,12.65758823753396
4.17,12.657767352328932
4.175,12.657946417678495
4.18,12.658125433594778
4.1850000000000005,12.658304400089913
4.19,12.65848331717603
4.195,12.658662184865255
4.2,12.658841003169714
4.205,12.659019772101534
4.21,12.659198491672832
4.215,12.659377161895732
4.22,12.659555782782352
4.225,12.659734354344808
4.23,12.659912876595214
4.235,12.660091349545686
4.24,12.660269773208332
4.245,12.660448147595266
4.25,12.660626472718592
4.255,12.660804748590415
4.26,12.660982975222844
4.265,12.661161152627978
4.2700000000000005,12.661339280817918
4.275,12.661517359804764
4.28,12.661695389600611
4.285,12.661873370217556
4.29,12.662051301667692
4.295,12.662229183963111
4.3,12.662407017115903
4.305,12.662584801138156
4.3100000000000005,12.662762536041955
4.315,12.662940221839385
4.32,12.663117858542531
4.325,12.66329544616347
4.33,12.663472984714286
4.335,12.663650474207051
4.34,12.663827914653844
4.345,12.66400530606674
4.3500000000000005,12.664182648457807
4.355,12.664359941839118
4.36,12.66453718622274
4.365,12.66471438162074
4.37,12.664891528045183
4.375,12.665068625508134
4.38,12.665245674021651
4.385,12.665422673597794
4.39,12.665599624248623
4.3950000000000005,12.66577652598619
4.4,12.665953378822554
4.405,12.666130182769765
4.41,12.666306937839872
4.415,12.666483644044924
4.42,12.66666030139697
4.425,12.666836909908053
4.43,12.667013469590218
4.4350000000000005,12.667189980455506
4.44,12.667366442515958
4.445,12.667542855783609
4.45,12.667719220270495
4.455,12.667895535988654
4.46,12.668071802950118
4.465,12.668248021166914
4.47,12.668424190651075
4.4750000000000005,12.668600311414627
4.48,12.668776383469595
4.485,12.668952406828003
4.49,12.669128381501872
4.495,12.669304307503223
4.5,12.669480184844074
4.505,12.669656013536443
4.51,12.66983179359234
4.515,12.670007525023784
4.5200000000000005,12.670183207842783
4.525,12.670358842061345
4.53,12.67053442769148
4.535,12.670709964745194
4.54,12.670885453234488
4.545,12.671060893171367
4.55,12.67123628456783
4.555,12.671411627435877
4.5600000000000005,12.671586921787501
4.565,12.671762167634702
4.57,12.67193736498947
4.575,12.672112513863798
4.58,12.672287614269674
4.585,12.672462666219086
4.59,12.672637669724024
4.595,12.672812624796466
4.6000000000000005,12.672987531448399
4.605,12.673162389691802
4.61,12.673337199538654
4.615,12.673511961000932
4.62,12.673686674090611
4.625,12.673861338819666
4.63,12.674035955200067
4.635,12.674210523243785
4.64,12.674385042962788
4.6450000000000005,12.674559514369042
4.65,12.674733937474512
4.655,12.67490831229116
4.66,12.675082638830947
4.665,12.675256917105834
4.67,12.675431147127776
4.675,12.67560532890873
4.68,12.67577946246065
4.6850000000000005,12.675953547795487
4.69,12.676127584925192
4.695,12.676301573861712
4.7,12.676475514616996
4.705,12.676649407202987
4.71,12.67682325163163
4.715,12.676997047914865
4.72,12.67717079606463
4.7250000000000005,12.677344496092866
4.73,12.677518148011506
4.735,12.677691751832485
4.74,12.677865307567737
4.745,12.67803881522919
4.75,12.678212274828775
4.755,12.678385686378418
4.76,12.678559049890042
4.765,12.678732365375575
4.7700000000000005,12.678905632846934
4.775,12.679078852316042
4.78,12.679252023794817
4.785,12.679425147295172
4.79,12.679598222829025
4.795,12.679771250408287
4.8,12.679944230044867
4.805,12.680117161750678
4.8100000000000005,12.680290045537625
4.815,12.680462881417613
4.82,12.680635669402546
4.825,12.680808409504328
4.83,12.680981101734858
4.835,12.681153746106032
4.84,12.681326342629749
4.845,12.681498891317903
4.8500000000000005,12.681671392182388
4.855,12.681843845235091
4.86,12.682016250487907
4.865,12.682188607952721
4.87,12.682360917641418
4.875,12.682533179565885
4.88,12.682705393738
4.885,12.682877560169645
4.89,12.6830496788727
4.8950000000000005,12.683221749859042
4.9,12.683393773140544
4.905,12.68356574872908
4.91,12.683737676636522
4.915,12.68390955687474
4.92,12.6840813894556
4.925,12.68425317439097
4.93,12.684424911692712
4.9350000000000005,12.684596601372691
4.94,12.684768243442768
4.945,12.6849398379148
4.95,12.685111384800644
4.955,12.685282884112159
4.96,12.685454335861193
4.965,12.685625740059601
4.97,12.685797096719233
4.9750000000000005,12.685968405851936
4.98,12.686139667469558
4.985,12.686310881583942
4.99,12.686482048206932
4.995,12.686653167350368
5.0,12.686824239026091
5.005,12.686995263245937
5.01,12.68716624002174
5.015,12.687337169365337
5.0200000000000005,12.687508051288559
5.025,12.687678885803235
5.03,12.687849672921196
5.035,12.688020412654266
5.04,12.68819110501427
5.045,12.688361750013035
5.05,12.68853234766238
5.055,12.688702897974121
5.0600000000000005,12.68887340096008
5.065,12.689043856632074
5.07,12.689214265001912
5.075,12.689384626081411
5.08,12.68955493988238
5.085,12.689725206416627
5.09,12.68989542569596
5.095,12.690065597732184
5.1000000000000005,12.690235722537102
5.105,12.690405800122518
5.11,12.690575830500228
5.115,12.690745813682032
5.12,12.690915749679727
5.125,12.691085638505104
5.13,12.69125548016996
5.135,12.691425274686086
5.14,12.691595022065268
5.1450000000000005,12.691764722319293
5.15,12.691934375459951
5.155,12.692103981499022
5.16,12.692273540448287
5.165,12.692443052319529
5.17,12.692612517124527
5.175,12.692781934875054
5.18,12.692951305582886
5.1850000000000005,12.693120629259798
5.19,12.69328990591756
5.195,12.69345913556794
5.2,12.693628318222707
5.205,12.693797453893628
5.21,12.693966542592465
5.215,12.694135584330981
5.22,12.694304579120935
5.2250000000000005,12.69447352697409
5.23,12.694642427902197
5.235,12.694811281917016
5.24,12.694980089030297
5.245,12.695148849253794
5.25,12.695317562599254
5.255,12.695486229078428
5.26,12.69565484870306
5.265,12.695823421484894
5.2700000000000005,12.695991947435674
5.275,12.69616042656714
5.28,12.696328858891032
5.285,12.696497244419085
5.29,12.696665583163037
5.295,12.696833875134619
5.3,12.697002120345566
5.305,12.697170318807604
5.3100000000000005,12.697338470532465
5.315,12.697506575531873
5.32,12.697674633817554
5.325,12.69784264540123
5.33,12.698010610294622
5.335,12.69817852850945
5.34,12.698346400057432
5.345,12.698514224950282
5.3500000000000005,12.698682003199714
5.355,12.698849734817442
5.36,12.699017419815174
5.365,12.69918505820462
5.37,12.699352649997488
5.375,12.69952019520548
5.38,12.6996876938403
5.385,12.69985514591365
5.39,12.70002255143723
5.3950000000000005,12.700189910422736
5.4,12.700357222881868
5.405,12.700524488826316
5.41,12.700691708267772
5.415,12.70085888121793
5.42,12.701026007688478
5.425,12.701193087691102
5.43,12.701360121237489
5.4350000000000005,12.701527108339318
5.44,12.701694049008276
5.445,12.70186094325604
5.45,12.702027791094288
5.455,12.702194592534699
5.46,12.702361347588944
5.465,12.702528056268697
5.47,12.70269471858563
