time,V,R,C,M
0.215,69.25632615323619,53.98277020640033,16.377163330704793,11.58977842502085
0.22,69.27913871370114,54.02666750161012,16.410508128188322,11.603918551520318
0.225,69.30165947789817,54.0704610475083,16.443912149079615,11.61807803124233
0.23,69.32388845159478,54.11415065008914,16.47737533665979,11.632256867192849
0.23500000000000001,69.34582564505912,54.15773611661846,16.510897633183852,11.646455062264431
0.24,69.36747107305992,54.20121725563369,16.54447897988071,11.660672619236243
0.245,69.38882475486649,54.24459387694384,16.578119316953174,11.674909540774054
0.25,69.40988671424878,54.28786579162946,16.611818583577946,11.689165829430236
0.255,69.43065697947735,54.33103281204271,16.645576717905627,11.703441487643765
0.26,69.45113558332329,54.37409475180733,16.679393657060707,11.717736517740224
0.265,69.47132256305837,54.41705142581861,16.713269337141593,11.732050921931796
0.27,69.4912179604549,54.45990265024347,16.74720369322057,11.74638470231727
0.275,69.51082182178585,54.50264824252036,16.781196659343824,11.760737860882038
0.28,69.53013419782475,54.54528802135932,16.81524816853145,11.7751103994981
0.28500000000000003,69.54915514384574,54.587821806741985,16.849358152777427,11.789502319924052
0.29,69.56788471962356,54.630249419921554,16.883526543049637,11.803913623805103
0.295,69.58632298943358,54.67257068342281,16.91775326928986,11.818344312673059
0.3,69.60447002205173,54.714785421042116,16.952038260413772,11.83279438794633
0.305,69.62232589075455,54.75689345784741,16.986381444310943,11.84726385092994
0.31,69.63989067331921,54.7988946201782,17.020782747844844,11.861752702815503
0.315,69.65716445202347,54.840788735645596,17.055242096852844,11.876260944681245
0.32,69.67414731364565,54.88257563313227,17.089759416146208,11.890788577491996
0.325,69.69083934946472,54.92425514279246,17.1243346295101,11.905335602099187
0.33,69.70724065526025,54.96582709605202,17.158967659703574,11.919902019240856
0.335,69.72335133131237,55.00729132560834,17.19365842845959,11.934487829541643
0.34,69.73917148240187,55.04864766543042,17.228406856485,11.94909303351279
0.34500000000000003,69.75470121781011,55.08989595075883,17.263212863460563,11.963717631552148
0.35000000000000003,69.76994065131903,55.13103601810571,17.29807636804092,11.978361623944169
0.355,69.7848899012112,55.17206770525479,17.332997287854617,11.993025010859908
0.36,69.7995490902698,55.21299085126137,17.367975539504098,12.007707792357026
0.365,69.81391826449989,55.25380528833408,17.40301103834346,12.022409966966118
0.37,69.82799731670363,55.294510834638665,17.4381036976798,12.037131530326024
0.375,69.84178638704222,55.33510733438044,17.47325342976065,12.051872482145285
0.38,69.85528563682253,55.375594634776725,17.508460145734308,12.066632822303118
0.385,69.86849523061757,55.415972584256004,17.54372375562106,12.081412550539646
0.39,69.88141533626649,55.456241032457925,17.57904416831315,12.096211666455911
0.395,69.89404612487454,55.49639983023333,17.6144212915748,12.111030169513862
0.4,69.90638777081307,55.5364488296442,17.6498550320422,12.125868059036364
0.405,69.91844045171958,55.576387883963704,17.68534529522351,12.140725334207193
0.41000000000000003,69.93020434849767,55.616216847676185,17.72089198549886,12.15560199407104
0.41500000000000004,69.94167964531708,55.65593557647715,17.756495006120357,12.170498037533507
0.42,69.95286652961366,55.69554392727326,17.792154259212065,12.185413463361108
0.425,69.96376519208935,55.73504175818239,17.827869645770036,12.200348270181273
0.43,69.97437582671226,55.77442892853354,17.86364106566228,12.215302456482343
0.435,69.98469863071658,55.8137052988669,17.899468417628782,12.23027602061357
0.44,69.99473380460263,55.85287073093382,17.935351599281496,12.245268960785118
0.445,70.00448155213685,55.891925087696855,17.971290507104346,12.260281275068072
0.45,70.01394208035182,55.93086823332968,18.007285036453233,12.275312961394418
0.455,70.0231155995462,55.96970003321718,18.043335081556023,12.290364017557064
0.46,70.03200232328479,56.00842035395539,18.07944053551255,12.305434441209824
0.465,70.0406024683985,56.04702906335151,18.115601290294627,12.32052422986743
0.47000000000000003,70.04891625498439,56.085526030423935,18.15181723674603,12.335633380905525
0.47500000000000003,70.05694390640559,56.12391112540221,18.188088264582507,12.350761891560664
0.48,70.0646856492914,56.16218421972705,18.224414262391782,12.365909758930314
0.485,70.0721417135372,56.20034518605037,18.260795117633542,12.381076979972859
0.49,70.0793123323045,56.2383938982352,18.29723071663945,12.396263551507587
0.495,70.08619774202094,56.2763302313558,18.33372094461314,12.41146947021471
0.5,70.09279818238026,56.31415406169756,18.370265685630212,12.426694732635346
0.505,70.09911389634235,56.351865266757045,18.40686482263824,12.441939335171524
0.51,70.10514513013317,56.38946372524202,18.443518237456768,12.457203274086192
0.515,70.11089213324485,56.426949317071376,18.48022581077731,12.472486545503203
0.52,70.1163551584356,56.464321923375216,18.51698742216335,12.487789145407334
0.525,70.12153446172978,56.50158142649478,18.553802950050347,12.50311106964426
0.53,70.12643030241786,56.5387277099825,18.590672271745724,12.518452313920584
0.535,70.13104294305641,56.57576065860197,18.627595263428883,12.533812873803809
0.54,70.13537264946815,56.61268015832796,18.664571800151183,12.549192744722358
0.545,70.13941969074189,56.6494860963464,18.70160175583597,12.564591921965565
0.55,70.14318433923258,56.686178361054395,18.73868500327855,12.580010400683676
0.555,70.14666687056126,56.72275684206022,18.775821414146204,12.595448175887851
0.56,70.14986756361513,56.75922143018333,18.81301085897818,12.610905242450162
0.5650000000000001,70.1527867005475,56.79557201745434,18.8502532071857,12.626381595103593
0.5700000000000001,70.15542456677775,56.831808497115034,18.887548327051952,12.641877228442043
0.5750000000000001,70.15778145099145,56.867930763618375,18.924896085732104,12.657392136920322
0.58,70.15985764514024,56.90393871262848,18.962296349253286,12.672926314854152
0.585,70.1616534444419,56.93983224102066,18.9997489825146,12.68847975642017
0.59,70.16316914738032,56.97561124688138,19.037253849287122,12.704052455655923
0.595,70.16440505570553,57.01127562950827,19.074810812213894,12.719644406459874
0.6,70.16536147443364,57.04682528941015,19.11241973280993,12.735255602591396
0.605,70.16603871184691,57.082260128307,19.15008047146222,12.750886037670776
0.61,70.16643707949372,57.11758004912997,19.18779288742972,12.766535705179214
0.615,70.16655689218854,57.15278495602137,19.225556838843353,12.782204598458822
0.62,70.16639846801199,57.18787475433471,19.26337218270602,12.797892710712626
0.625,70.1659621283108,57.22284935063463,19.301238774892592,12.813600035004562
0.63,70.16524819769782,57.25770865269698,19.339156470149902,12.82932656425948
0.635,70.164257004052,57.29245256950875,19.37712512209676,12.845072291263147
0.64,70.16298887851843,57.327081011268106,19.41514458322395,12.860837208662234
0.645,70.16144415550833,57.361593889384416,19.45321470489422,12.876621308964335
0.65,70.15962317269901,57.395991116478164,19.491335337342292,12.892424584537947
0.655,70.15752627103392,57.43027260638105,19.529506329674856,12.908247027612486
0.66,70.1551537947226,57.46443827413593,19.56772752987058,12.92408863027828
0.665,70.15250609124075,57.49848803599682,19.605998784780095,12.939949384486567
0.67,70.14958351133016,57.53242180942892,19.644319940126,12.955829282049502
0.675,70.14638640899877,57.566239513108584,19.682690840502875,12.971728314640147
0.68,70.14291514152058,57.59994106692335,19.721111329377266,12.987646473792482
0.685,70.13917006943578,57.633526391971934,19.759581249087685,13.003583750901399
0.6900000000000001,70.13515155655062,57.666995410564205,19.798100440844618,13.019540137222698
0.6950000000000001,70.13085996993752,57.7003480462212,19.836668744730527,13.035515623873097
0.7000000000000001,70.12629567993497,57.73358422367515,19.875285999699834,13.051510201830226
0.705,70.12145906014761,57.76670386886944,19.913952043578938,13.067523861932623
0.71,70.1163504874462,57.79970690895862,19.952666713066215,13.083556594879747
0.715,70.1109703419676,57.832593272308415,19.991429843731996,13.099608391231964
0.72,70.10531900711482,57.86536288849573,20.030241270018596,13.115679241410552
0.725,70.09939686955694,57.898015688308625,20.06910082524029,13.131769135697706
0.73,70.0932043192292,57.93055160374635,20.10800834158334,13.14787806423653
0.735,70.08674174933296,57.96297056801931,20.146963650105956,13.164006017031042
0.74,70.08000955633568,57.995272515549075,20.185966580738338,13.180152983946172
0.745,70.07300813997094,58.027457381968404,20.22501696228265,13.196318954707767
0.75,70.06573790323843,58.05952510412121,20.26411462241302,13.212503918902582
0.755,70.05819925240401,58.09147562006259,20.30325938767556,13.228707865978285
0.76,70.05039259699959,58.123308869058796,20.34245108348834,13.24493078524346
0.765,70.04231834982325,58.155024791587266,20.381689534141405,13.261172665867598
0.77,70.03397692693915,58.1866233293366,20.420974562796772,13.277433496881109
0.775,70.02536874767762,58.21810442520656,20.460305991488433,13.293713267175313
0.78,70.01649423463505,58.2494680233081,20.499683641122342,13.310011965502444
0.785,70.007353813674,58.28071406896333,20.539107331476426,13.326329580475646
0.79,69.99794791392311,58.311842508705524,20.578576881200586,13.342666100568977
0.795,69.98827696777717,58.342853290279145,20.61809210781669,13.359021514117408
0.8,69.97834141089707,58.37374636263981,20.65765282771858,13.375395809316826
0.805,69.96814168220982,58.404521675954314,20.697258856172066,13.391788974224024
0.81,69.95767822390854,58.43517918160062,20.73691000731493,13.408200996756714
0.8150000000000001,69.94695148145252,58.46571883216786,20.77660609415692,13.424631864693515
0.8200000000000001,69.9359619035671,58.49614058145634,20.816346928579765,13.441081565673965
0.8250000000000001,69.92470994224378,58.526444384477536,20.856132321337157,13.45755008719851
0.8300000000000001,69.91319605274018,58.5566301974541,20.895962082054755,13.474037416628509
0.835,69.90142069358001,58.58669797781983,20.935836019230198,13.490543541186238
0.84,69.88938432655311,58.61664768421973,20.97575394023309,13.50706844795488
0.845,69.87708741671548,58.64647927650994,21.015715651305005,13.523612123878538
0.85,69.86453043238919,58.6761927157578,21.055720957559494,13.540174555762219
0.855,69.85171384516244,58.7057879642418,21.09576966298207,13.556755730271847
0.86,69.83863812988955,58.73526498545161,21.135861570430222,13.573355633934263
0.865,69.82530376469097,58.76462374408807,21.175996481633412,13.589974253137214
0.87,69.81171123095326,58.79386420606317,21.216174197193062,13.60661157412936
0.875,69.79786101332911,58.82298633850011,21.256394516582574,13.62326758302028
0.88,69.78375359973731,58.85199010973323,21.29665723814732,13.639942265780459
0.885,69.76938948136278,58.880875489308046,21.33696215910464,13.656635608241299
0.89,69.75476915265656,58.90964244798125,21.377309075543845,13.673347596095113
0.895,69.73989311133582,58.9382909577207,21.41769778242622,13.690078214895125
0.9,69.72476185838381,58.96682099170543,21.458128073585012,13.706827450055478
0.905,69.70937589804996,58.99523252432564,21.49859974172545,13.723595286851221
0.91,69.69373573784974,59.02352553118269,21.53911257842472,13.740381710418317
0.915,69.67784188856481,59.05169998908914,21.579666374132,13.757186705753647
0.92,69.66169486424293,59.07975587606868,21.620260918168412,13.774010257714997
0.925,69.64529518219797,59.1076931713562,21.66089599872707,13.790852351021071
0.93,69.6286433630099,59.13551185539776,21.701571402873043,13.807712970251483
0.935,69.61173993052485,59.16321190985057,21.742286916543385,13.824592099846763
0.9400000000000001,69.59458541185505,59.19079331758303,21.78304232454711,13.841489724108351
0.9450000000000001,69.57718033737882,59.2182560626747,21.82383741056521,13.8584058271986
0.9500000000000001,69.55952524074067,59.245600130416314,21.86467195715064,13.875340393140776
0.9550000000000001,69.54162065885114,59.27282550730977,21.905545745728332,13.892293405819059
0.96,69.52346713188697,59.29993218106815,21.946458556595186,13.909264848978541
0.965,69.50506520329098,59.3269201406157,21.98741016892007,13.926254706225224
0.97,69.4864154197721,59.353789376087825,22.02840036074383,13.94326296102603
0.975,69.46751833130541,59.380539878831115,22.069428908979276,13.960289596708783
0.98,69.44837449113207,59.40717164140332,22.110495589411187,13.97733459646223
0.985,69.42898445575939,59.43368465757338,22.151600176696324,13.994397943336024
0.99,69.4093487849608,59.46007892232138,22.192742444363404,14.011479620240735
0.995,69.38946804177583,59.48635443183858,22.233922164813123,14.028579609947842
1.0,69.36934279251012,59.51251118352743,22.275139109318154,14.045697895089742
1.0050000000000001,69.34897360673548,59.53854917600153,22.316393048023123,14.062834458159738
1.01,69.3283610572898,59.564468409085656,22.357683749944638,14.079989281512052
1.0150000000000001,69.30750572027708,59.59026888381576,22.39901098297128,14.097162347361813
1.02,69.28640817506745,59.61595060243896,22.440374513863592,14.114353637785067
1.025,69.26506900429717,59.64151356841353,22.481774108254097,14.131563134718771
1.03,69.24348879386864,59.66695778640895,22.523209530647282,14.148790819960798
1.035,69.2216681329503,59.69228326230584,22.56468054441961,14.166036675169927
1.04,69.1996076139768,59.717490003196,22.606186911819503,14.183300681865857
1.045,69.17730783264885,59.74257801738239,22.647728393967366,14.200582821429194
1.05,69.15476938793331,59.767547314379165,22.689304750855577,14.217883075101458
1.055,69.13199288206314,59.792397904911624,22.73091574134847,14.235201423985087
1.06,69.10897892053742,59.81712980091626,22.772561123182356,14.252537849043424
1.065,69.08572802815696,59.841743000941236,22.814240672707324,14.269892330598756
1.07,69.0622403792894,59.86623744362083,22.855954245987373,14.287264846617958
1.075,69.0385165239465,59.89061313407845,22.89770160705934,14.304655377008395
1.08,69.01455707614832,59.91487008921877,22.939482504377715,14.322063901893987
1.085,68.99036265119048,59.93900832678533,22.981296685776506,14.339490401249467
1.09,68.96593386564409,59.963027865360466,23.023143898469236,14.356934854900386
1.095,68.94127133735579,59.9869287243654,23.065023889048916,14.374397242523107
1.1,68.91637568544768,60.010710924060156,23.106936403488092,14.391877543644812
1.105,68.89124753031739,60.03437448554364,23.148881187138795,14.409375737643488
1.11,68.8658874936381,60.05791943075356,23.190857984732588,14.426891803747948
1.115,68.84029619835843,60.081345782466485,23.232866540380524,14.444425721037812
1.12,68.81447426870254,60.104653564297834,23.274906597573178,14.461977468443514
1.125,68.78842233017012,60.12784280070184,23.316977899180625,14.47954702474631
1.1300000000000001,68.76214100953632,60.150913516971606,23.359080187452456,14.497134368578262
1.135,68.73563093485184,60.173865739239055,23.40121320401777,14.514739478422252
1.1400000000000001,68.70889273544287,60.19669949447496,23.44337668988517,14.532362332611974
1.145,68.6819270419111,60.21941481048894,23.485570385442774,14.550002909331937
1.1500000000000001,68.65473448613373,60.24201171592945,23.52779403045821,14.567661186617464
1.155,68.6273157012635,60.264490240283784,23.57004736407861,14.585337142354694
1.16,68.59967132172861,60.28685041387807,23.612330124830617,14.603030754280582
1.165,68.5718019832328,60.30909226787729,23.654642050620385,14.62074199998289
1.17,68.54370832275531,60.331215834285274,23.69698287873357,14.638470856900204
1.175,68.51539097855087,60.35322114594467,23.739352345835357,14.656217302321918
1.18,68.48685059014976,60.37510823653699,23.78175018797041,14.673981313388245
1.185,68.45808779835772,60.39687714058256,23.82417614056293,14.691762867090208
1.19,68.42910324525603,60.418527893440576,23.86662993841661,14.709561940269646
1.195,68.39989757420147,60.440060531309065,23.90911131571466,14.727378509619218
1.2,68.37047142982632,60.46147509122489,23.951620006019798,14.745212551682387
1.205,68.3408254580384,60.482771611063754,23.99415574227425,14.763064042853442
1.21,68.31096030602096,60.50395012954021,24.036718256799745,14.780932959377477
1.215,68.28087662223285,60.525010686207644,24.079307281297538,14.798819277350406
1.22,68.25057505640838,60.54595332145829,24.12192254684837,14.816722972718953
1.225,68.22005625955737,60.566778076523214,24.16456378391252,14.834644021280663
1.23,68.18932088396514,60.58748499347234,24.207230722329744,14.852582398683891
1.235,68.15836958319257,60.608074115214414,24.24992309131933,14.870538080427806
1.24,68.12720301207597,60.62854548549703,24.292640619480075,14.888511041862396
1.245,68.09582182672722,60.64889914890662,24.33538303479027,14.906501258188458
1.25,68.06422668453368,60.66913515086848,24.37815006460772,14.924508704457605
1.2550000000000001,68.03241824415821,60.689253537646714,24.420941435669754,14.94253335557227
1.26,68.00039716553921,60.70925435634428,24.463756874093193,14.96057518628569
1.2650000000000001,67.96816410989057,60.729137654902985,24.506596105374378,14.978634171201925
1.27,67.93571973970168,60.74890348210347,24.549458854389144,14.99671028477585
1.2750000000000001,67.90306471873743,60.76855188756522,24.592344845392855,15.014803501313148
1.28,67.87019971203826,60.78808292174656,24.635253802020372,15.032913794970321
1.285,67.83712538592006,60.80749663594465,24.67818544728607,15.051041139754686
1.29,67.80384240797429,60.826793082295495,24.721139503583828,15.069185509524372
1.295,67.77035144706787,60.845972313773956,24.76411569268704,15.087346877988322
1.3,67.73665317334324,60.865034384193706,24.8071137357486,15.1055252187063
1.305,67.70274825821836,60.88397934820728,24.850133353300926,15.123720505088873
1.31,67.66863737438669,60.90280726130606,24.893174265255936,15.141932710397434
1.315,67.6343211958172,60.92151817982025,24.936236190905053,15.160161807744183
1.32,67.59980039775436,60.9401121609189,24.979318848919217,15.17840777009214
1.325,67.56507565671816,60.958589262609905,25.022421957348875,15.196670570255135
1.33,67.53014765050409,60.976949543740005,25.065545233623983,15.214950180897814
1.335,67.49501705818315,60.99519306399478,25.108688394554,15.233246574535638
1.34,67.45968456010183,61.013319883898646,25.151851156327908,15.251559723534884
1.345,67.4241508378822,61.03133006481485,25.195033234514185,15.26988960011264
1.35,67.38841657442171,61.049223668945515,25.238234344060825,15.28823617633681
1.355,67.35248245389344,61.06700075933157,25.28145419929533,15.306599424126112
1.36,67.31634916174592,61.08466139985279,25.32469251392471,15.324979315250083
1.365,67.2800173847032,61.10220565522781,25.367949001035484,15.343375821329069
1.37,67.24348781076482,61.11963359101409,25.411223373093684,15.36178891383423
1.375,67.20676112920586,61.13694527360795,25.45451534194484,15.380218564087546
1.3800000000000001,67.16983803057688,61.15414077024452,25.497824618814008,15.398664743261808
1.385,67.13271920670397,61.17122014899779,25.541150914305742,15.417127422380618
1.3900000000000001,67.09540535068871,61.188183478780594,25.58449393840411,15.435606572318402
1.395,67.05789715690818,61.2050308293446,25.627853400472677,15.454102163800393
1.4000000000000001,67.02019532101502,61.22176227128033,25.67122900925454,15.47261416740264
1.405,66.98230053993731,61.238377876017125,25.714620472872284,15.491142553552006
1.41,66.94421351187869,61.254877715823184,25.758027498828014,15.509687292526172
1.415,66.90593493631826,61.27126186380555,25.80144979400334,15.528248354453629
1.42,66.86746551401068,61.28753039391008,25.844887064659385,15.546825709313683
1.425,66.82880594698607,61.303683380921505,25.888339016436777,15.56541932693646
1.43,66.78995693855009,61.31972090046339,25.931805354355657,15.584029177002895
1.435,66.75091919328392,61.33564302899812,25.97528578281567,15.60265522904474
1.44,66.71169341704419,61.35144984382694,26.01878000559598,15.621297452444557
1.445,66.6722803169631,61.36714142308994,26.062287725855246,15.63995581643573
1.45,66.63268060144833,61.38271784576604,26.105808646131646,15.658630290102451
1.455,66.59289498018305,61.398179191673,26.149342468342866,15.67732084237973
1.46,66.55292416412597,61.41352554146743,26.1928888937861,15.696027442053392
1.465,66.5127688655113,61.42875697664478,26.236447623138055,15.714750057760073
1.47,66.47242979784876,61.44387357953932,26.28001835645494,15.733488657987227
1.475,66.43190767592355,61.4588754333242,26.32360079317247,15.752243211073122
1.48,66.39120321579644,61.47376262201139,26.367194632105885,15.771013685206837
1.485,66.35031713480362,61.48853523045169,26.410799571449925,15.789800048428273
1.49,66.30925015155685,61.503193344334754,26.454415308778835,15.808602268628135
1.495,66.2680029859434,61.517737050189076,26.498041541046376,15.827420313547952
1.5,66.22657635912601,61.532166435382,26.541677964585812,15.846254150780062
1.5050000000000001,66.18497099354296,61.54648158811969,26.585324275109926,15.86510374776762
1.51,66.14318761290804,61.560682597447176,26.628980167710996,15.883969071804596
1.5150000000000001,66.10122694221052,61.5747695532483,26.672645336860825,15.902850090035772
1.52,66.05908970771519,61.588742546245776,26.71631947641071,15.921746769456744
1.5250000000000001,66.01677663696235,61.602601668001135,26.76000227959147,15.94065907691393
1.53,65.97428845876783,61.616347010914765,26.803693439013422,15.95958697910455
1.5350000000000001,65.93162590322292,61.62997866822589,26.847392646666407,15.97853044257665
1.54,65.88878970169446,61.643496734012565,26.891099593919755,15.997489433729084
1.545,65.84578058682477,61.6569013031917,26.93481397152232,16.016463918811525
1.55,65.80259929253171,61.670192471519044,26.978535469602466,16.035453863924452
1.555,65.75924655400863,61.68337033558918,27.02226377766806,16.054459235019173
1.56,65.71572310772436,61.69643499283554,27.065998584606472,16.073479997897795
1.565,65.67202969142328,61.7093865415304,27.109739578684596,16.09251611821325
1.57,65.62816704412526,61.72222508078485,27.15348644754883,16.11156756146928
1.575,65.58413590612568,61.734950710548866,27.197238878225072,16.13063429302044
1.58,65.53993701899543,61.74756353161123,27.24099655711874,16.149716278072106
1.585,65.49557112558092,61.76006364559957,27.284759170014762,16.168813481680463
1.59,65.45103897000402,61.77245115498038,27.328526402077564,16.18792586875251
1.595,65.40634129766218,61.784726163058956,27.372297937851087,16.207053404046068
1.6,65.3614788552283,61.79688877397947,27.41607346125879,16.226196052169765
1.605,65.3164523906508,61.80893909272491,27.459852655603626,16.24535377758304
1.61,65.27126265315363,61.82087722511713,27.50363520356807,16.264526544596162
1.615,65.22591039323622,61.8327032778168,27.547420787214094,16.283714317370194
1.62,65.18039636267353,61.84441735832344,27.591209087983188,16.302917059917032
1.625,65.13472131451603,61.85601957497543,27.634999786696355,16.322134736099375
1.6300000000000001,65.08888600308967,61.86751003694996,27.678792563554094,16.34136730963074
1.635,65.04289118399593,61.878888854263074,27.722587098136422,16.360614744075463
1.6400000000000001,64.99673761411181,61.89015613776967,27.766383069402863,16.379877002848687
1.645,64.95042605158977,61.90131199916347,27.81018015569245,16.39915404921637
1.6500000000000001,64.90395725585783,61.912356550977044,27.853978034723735,16.418445846295295
1.655,64.8573319876195,61.9232899065818,27.897776383594756,16.437752357053043
1.6600000000000001,64.81055100885378,61.934112180187995,27.941574878783083,16.457073544308024
1.665,64.7636150828152,61.94482348684472,27.985373196145783,16.476409370729453
1.67,64.7165249740338,61.9554239424399,28.029171010919438,16.49575979883737
1.675,64.6692814483151,61.96591366370033,28.072967997720134,16.515124791002613
1.68,64.62188527274016,61.976292768191605,28.11676383054347,16.534504309446852
1.685,64.57433721566552,61.98656137431819,28.160558182764557,16.553898316242563
1.69,64.52663804672328,61.996719601323385,28.204350727138,16.573306773313032
1.695,64.47878840116205,62.00676753976568,28.24814120569491,16.59272964423991
1.7,64.43078872793811,62.016705239739146,28.29192945658738,16.61216689485467
1.705,64.38263978576273,62.026532818864446,28.335715158505156,16.63161848663674
1.71,64.33434234670959,62.0362503982204,28.379497983304333,16.65108438075318
1.715,64.28589718228159,62.04585809932082,28.423277603184406,16.670564538246257
1.72,64.23730506341091,62.055356044114546,28.46705369068828,16.690058920033444
1.725,64.18856676045901,62.064744354985436,28.510825918702274,16.709567486907417
1.73,64.13968304321658,62.07402315475238,28.5545939604561,16.729090199536053
1.735,64.09065468090357,62.08319256666929,28.598357489522893,16.748627018462436
1.74,64.04148244216921,62.09225271442507,28.642116179819183,16.76817790410485
1.745,63.99216709509201,62.10120372214367,28.685869705604926,16.787742816756776
1.75,63.942709407179684,62.11004571438407,28.729617741483462,16.807321716586912
1.7550000000000001,63.893110145369256,62.11877881614024,28.773359962401564,16.826914563639146
1.76,63.843370076027,62.1274031528412,28.817096043649393,16.846521317832575
1.7650000000000001,63.79348996494844,62.13591885035096,28.860825660860527,16.866141938961498
1.77,63.74347057735837,62.144326034968586,28.904548490011948,16.88577638669542
1.7750000000000001,63.69331267791085,62.152624833428135,28.948264207424057,16.905424620579044
1.78,63.6430170306892,62.1608153728987,28.99197248976065,16.925086600032277
1.7850000000000001,63.59258439920599,62.1688977809844,29.03567301402893,16.944762284350233
1.79,63.54201554640306,62.176872185724356,29.07936545757952,16.964451632703227
1.795,63.49131123465151,62.18473871559272,29.123049498106447,16.984154604136773
1.8,63.440472225751705,62.19249749949868,29.166724813647136,17.00387115757159
1.805,63.389499280933265,62.200148666786404,29.210391082582433,17.02360125180361
1.81,63.33839316085508,62.207692347235124,29.254047983636585,17.04334484550395
1.815,63.28715462560529,62.21512867105907,29.297695195877246,17.063101897218942
1.82,63.2357844347013,62.222457768907496,29.341332398715483,17.08287236537012
1.825,63.184283347089796,62.22967977186468,29.384959271905768,17.10265620825422
1.83,63.1326521211467,62.23679481144992,29.42857549554598,17.12245338404318
1.835,63.08089151467719,62.24380301961753,29.472180750077406,17.14226385078414
1.84,63.02900228491574,62.25070452875685,29.51577471628475,17.162087566399443
1.845,62.97698518852606,62.25749947169224,29.559357075296106,17.181924488686644
1.85,62.92484098160112,62.26418798168308,29.60292750858299,17.201774575318485
1.855,62.87257041966317,62.27077019242377,29.646485697960323,17.221637783842922
1.86,62.82017425766369,62.27724623804373,29.690031325586435,17.241514071683117
1.865,62.76765324998346,62.283616253107404,29.73356407396306,17.26140339613742
1.87,62.715008150432496,62.28988037261425,29.777083625935337,17.281305714379403
1.875,62.66223971225008,62.296038731998756,29.820589664691823,17.301220983457828
1.8800000000000001,62.60934868810475,62.302091467130424,29.864081873764484,17.321149160296663
1.885,62.55633583009433,62.30803871431378,29.907559937028672,17.341090201695078
1.8900000000000001,62.50320188974588,62.31388061028837,29.95102353870318,17.36104406432745
1.895,62.449947618015734,62.319617292228756,29.99447236335018,17.38101070474336
1.9000000000000001,62.39657376528947,62.32524889774453,30.037906095875268,17.400990079367585
1.905,62.34308108138195,62.3307755648803,30.081324421527444,17.420982144500105
1.9100000000000001,62.289470315537294,62.33619743211569,30.124727025899116,17.440986856316115
1.915,62.23574221642887,62.34151463836535,30.168113594926094,17.461004170866
1.92,62.18189753215931,62.34672732297895,30.21148381488761,17.481034044075354
1.925,62.127937010260524,62.35183562574118,30.254837372406293,17.501076431744973
1.93,62.07386139769366,62.35683968687175,30.29817395444818,17.521131289550855
1.935,62.01967144084915,62.3617396470254,30.34149324832272,17.541198573044202
1.94,61.965367885546684,62.366535647291876,30.38479494168277,17.56127823765142
1.945,61.910951477035184,62.37122782919595,30.42807872252459,17.58137023867412
1.95,61.85642295999287,62.37581633469742,30.471344279187853,17.601474531289103
1.955,61.8017830785272,62.38030130619109,30.51459130035564,17.621591070548394
1.96,61.74703257617492,62.384682886506816,30.557819475054437,17.641719811379204
1.965,61.692172195901996,62.38896121890944,30.60102849265414,17.661860708583955
1.97,61.637202680103705,62.39313644709883,30.64421804286805,17.68201371684027
1.975,61.582124770604544,62.397208715209906,30.68738781575288,17.702178790700977
1.98,61.52693920865829,62.401178167812574,30.730537501708753,17.7223558845941
1.985,61.47164673494798,62.40504494991177,30.773666791479187,17.74254495282288
1.99,61.41624808958591,62.40880920694746,30.816775376151124,17.76274594956574
1.995,61.36074401211365,62.41247108479462,30.859862947154905,17.78295882887633
2.0,61.30513524150201,62.41603072976326,30.90292919626428,17.80318354468348
2.005,61.249422516151064,62.41948828859838,30.945973815596414,17.823420050791242
2.0100000000000002,61.19360657389017,62.422843908480054,30.98899649761187,17.843668300878864
2.015,61.137688151977926,62.42609773702332,31.03199693511462,17.863928248500795
2.02,61.08166798710221,62.429249922278274,31.07497482125205,17.88419984708668
2.025,61.025546815380125,62.43230061273002,31.117929849514944,17.904483049941387
2.0300000000000002,60.96932537235808,62.43524995729867,31.160861713737518,17.924777810244976
2.035,60.91300439301172,62.43809810533939,31.20377010809736,17.9450840810527
2.04,60.85658461174595,62.44084520664234,31.246654727115494,17.965401815295024
2.045,60.80006676239496,62.4434914114327,31.28951526565634,17.985730965777623
2.05,60.74345157822217,62.44603687037069,31.332351418927733,18.00607148518137
2.055,60.68673979192028,62.44848173455153,31.37516288248091,18.026423326062336
2.06,60.629932135611256,62.45082615550547,31.417949352210513,18.046786440851793
2.065,60.57302934084631,62.45307028519779,31.460710524354603,18.06716078185623
2.07,60.51603213860592,62.45521427602876,31.503446095494635,18.08754630125733
2.075,60.458941259299834,62.45725828083372,31.54615576255549,18.107942951111976
2.08,60.401757432767056,62.459202452882984,31.588839222805436,18.12835068335226
2.085,60.34448138827585,62.46104694588191,31.631496173856167,18.14876944978547
2.09,60.28711385452374,62.462791913970875,31.67412631366277,18.169199202094106
2.095,60.22965555963751,62.464437511725265,31.71672934052376,18.189639891835867
2.1,60.17210723117322,62.46598389415551,31.759304953081035,18.21009147044365
2.105,60.11446959611618,62.46743121670703,31.801852850319914,18.230553889225565
2.11,60.05674338088095,62.46877963526028,31.84437273156913,18.25102709936492
2.115,59.99892931131138,62.47002930613076,31.886864296500814,18.27151105192022
